cluster,Total_Points,Avg_PM25,Std_PM25,Min_PM25,Max_PM25,Avg_Lat,Avg_Lon
0,30503,1.4943790295870143,0.49515557234003266,0.4033333381017049,3.530833371480306,55.48437858571288,82.6671343802249
1,16546,2.226555563255584,0.7056634450349518,0.6933333436648051,4.277678655726569,-8.135017526894718,-26.258406865707723
2,19252,4.087314845924514,0.7712827419272893,2.5225000103314716,6.5,20.86106378558072,44.70184915852899
3,23079,1.5566208180894752,0.5279740118861715,0.5683333426713943,3.90937506655852,57.62738420208847,-91.86580007799297
4,6842,1.5113989087620108,0.38394599798781853,0.6675000091393789,3.2233333587646484,-17.703244665302545,125.97468576439638
