cluster,n_points,avg_pm25,std_pm25,p25,median,p75,max_pm25,centroid_lat,centroid_lon,is_hotspot
0,30503,1.4943790295870143,0.49515557234003266,1.4458333591620127,1.4458333591620127,1.7966092259719453,3.530833371480306,55.48437858571288,82.6671343802249,False
1,16546,2.226555563255584,0.7056634450349518,2.0516667008399967,2.0516667008399967,2.6858333746592202,4.277678655726569,-8.135017526894718,-26.258406865707723,False
2,19252,4.087314845924514,0.7712827419272893,4.067491999666856,4.067491999666856,4.660000121593475,6.5,20.86106378558072,44.70184915852899,True
3,23079,1.5566208180894752,0.5279740118861715,1.5625000139077505,1.5625000139077505,1.9208333651224772,3.90937506655852,57.62738420208847,-91.86580007799297,False
4,6842,1.5113989087620108,0.38394599798781853,1.4391666998465857,1.4391666998465857,1.7025000194708506,3.2233333587646484,-17.703244665302545,125.97468576439638,False
